sottcID,ComplexID,MimotopeSetID,sottcComments
1266,202,2762,NULL
1267,203,2762,NULL
1268,204,2762,NULL
1269,205,2762,NULL
1270,206,2762,NULL
1271,207,2762,NULL
1272,208,2762,NULL
1273,209,2762,NULL
1274,210,2762,NULL
1275,211,2762,NULL
1276,212,2762,NULL
1277,213,2762,NULL
1278,214,2762,NULL
1279,215,2762,NULL
1280,216,2762,NULL
1281,217,2762,NULL
1282,218,2762,NULL
1283,219,2762,NULL
1284,220,2762,NULL
1285,221,2762,NULL
1286,222,2762,NULL
1287,223,2762,NULL
1288,194,2763,NULL
1289,195,2763,NULL
1290,196,2763,NULL
1291,197,2763,NULL
1292,198,2763,NULL
1293,199,2763,NULL
1294,200,2763,NULL
1295,201,2763,NULL
1296,202,2763,NULL
1297,203,2763,NULL
1298,204,2763,NULL
1299,205,2763,NULL
1300,206,2763,NULL
1301,207,2763,NULL
1302,208,2763,NULL
1303,209,2763,NULL
1304,210,2763,NULL
1305,211,2763,NULL
1306,212,2763,NULL
1307,213,2763,NULL
1308,214,2763,NULL
1309,215,2763,NULL
1310,216,2763,NULL
1311,217,2763,NULL
1312,218,2763,NULL
1313,219,2763,NULL
1314,220,2763,NULL
1315,221,2763,NULL
1316,222,2763,NULL
1317,223,2763,NULL
1318,194,2764,NULL
1319,195,2764,NULL
1320,196,2764,NULL
1321,197,2764,NULL
1322,198,2764,NULL
1323,199,2764,NULL
1324,200,2764,NULL
1325,201,2764,NULL
1326,202,2764,NULL
1327,203,2764,NULL
1328,204,2764,NULL
1329,205,2764,NULL
1330,206,2764,NULL
1331,207,2764,NULL
1332,208,2764,NULL
1333,209,2764,NULL
1334,210,2764,NULL
1335,211,2764,NULL
1336,212,2764,NULL
1337,213,2764,NULL
1338,214,2764,NULL
1339,215,2764,NULL
1340,216,2764,NULL
1341,217,2764,NULL
1342,218,2764,NULL
1343,219,2764,NULL
1344,220,2764,NULL
1345,221,2764,NULL
1346,222,2764,NULL
1347,223,2764,NULL
1348,194,2765,NULL
1349,195,2765,NULL
1350,196,2765,NULL
1351,197,2765,NULL
1352,198,2765,NULL
1353,199,2765,NULL
1354,200,2765,NULL
1355,201,2765,NULL
1356,202,2765,NULL
1357,203,2765,NULL
1358,204,2765,NULL
1359,205,2765,NULL
1360,206,2765,NULL
1361,207,2765,NULL
1362,208,2765,NULL
1363,209,2765,NULL
1364,210,2765,NULL
1365,211,2765,NULL
1366,212,2765,NULL
1367,213,2765,NULL
1368,214,2765,NULL
1369,215,2765,NULL
1370,216,2765,NULL
1371,217,2765,NULL
1372,218,2765,NULL
1373,219,2765,NULL
1374,220,2765,NULL
1375,221,2765,NULL
1376,222,2765,NULL
1377,223,2765,NULL
1378,223,164,NULL
1379,264,405,NULL
1380,265,405,NULL
1381,266,405,NULL
1382,267,976,NULL
1383,268,976,NULL
1384,269,464,NULL
1385,270,464,NULL
1386,269,465,NULL
1387,270,465,NULL
1388,271,1817,NULL
1389,271,1652,NULL
1390,271,1653,NULL
1391,271,2696,NULL
1392,272,1386,NULL
1393,273,1386,NULL
1394,272,1387,NULL
1395,273,1387,NULL
1396,272,1388,NULL
1397,273,1388,NULL
1398,272,1389,NULL
1399,273,1389,NULL
1400,272,1390,NULL
1401,273,1390,NULL
1402,272,1391,NULL
1403,273,1391,NULL
1404,274,1816,NULL
1405,275,1816,NULL
1406,276,1816,NULL
1407,277,1816,NULL
1408,278,1816,NULL
1409,279,1816,NULL
1410,280,1816,NULL
1411,281,1816,NULL
1412,282,1816,NULL
1413,283,1816,NULL
1414,284,1816,NULL
1415,285,1816,NULL
1416,286,1816,NULL
1417,287,1816,NULL
1418,288,1816,NULL
1419,289,1816,NULL
1420,290,1816,NULL
1421,291,1816,NULL
1422,292,1816,NULL
1423,293,1816,NULL
1424,294,1816,NULL
1425,295,1816,NULL
1426,296,1816,NULL
1427,297,1816,NULL
1428,298,1816,NULL
1429,299,1816,NULL
1430,300,1816,NULL
1431,301,1816,NULL
1432,302,1816,NULL
1433,303,1816,NULL
1434,304,1816,NULL
1435,305,1816,NULL
1436,306,1816,NULL
1437,307,2874,NULL
1438,308,2874,NULL
1439,309,2875,NULL
1440,310,2875,NULL
1441,311,3081,NULL
1442,312,3082,NULL
1443,19,3230,NULL
1444,223,3230,NULL
1445,314,3261,NULL
1446,315,3262,NULL
1447,225,3263,NULL
1448,226,3263,NULL
1449,227,3263,NULL
1450,228,3263,NULL
1451,229,3263,NULL
1452,230,3263,NULL
1453,231,3263,NULL
1454,232,3263,NULL
1455,233,3263,NULL
1456,234,3263,NULL
1457,235,3263,NULL
1458,40,3290,NULL
1459,41,3290,NULL
1460,42,3290,NULL
1461,318,3291,NULL
1462,257,3347,NULL
